Gene.name.mouse,Gene.stable.ID.mouse,Gene.description.mouse,Chromosome.scaffold.name.mouse,Gene.start..bp.mouse,Gene.end..bp.mouse,Strand.mouse,homology.type,orthology.confidence..0.low..1.high.,Gene.name.human,Gene.stable.ID.human,Gene.description.human,Chromosome.scaffold.name.human,Gene.start..bp.human,Gene.end..bp.human,Strand.1.human
Spint1,ENSMUSG00000027315,"serine protease inhibitor, Kunitz type 1 [Source:MGI Symbol;Acc:MGI:1338033]",2,119067843,119080008,1,ortholog_one2one,1,SPINT1,ENSG00000166145,"serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]",15,40844018,40858207,1
Krt4,ENSMUSG00000059668,keratin 4 [Source:MGI Symbol;Acc:MGI:96701],15,101826970,101833170,-1,ortholog_one2one,1,KRT4,ENSG00000170477,keratin 4 [Source:HGNC Symbol;Acc:HGNC:6441],12,52806549,52814116,-1
Ankrd34c,ENSMUSG00000047606,ankyrin repeat domain 34C [Source:MGI Symbol;Acc:MGI:2685617],9,89607298,89620528,-1,ortholog_one2one,1,ANKRD34C,ENSG00000235711,ankyrin repeat domain 34C [Source:HGNC Symbol;Acc:HGNC:33888],15,79282722,79298239,1
Trim42,ENSMUSG00000032451,tripartite motif-containing 42 [Source:MGI Symbol;Acc:MGI:1926161],9,97231615,97252011,-1,ortholog_one2one,1,TRIM42,ENSG00000155890,tripartite motif containing 42 [Source:HGNC Symbol;Acc:HGNC:19014],3,140678064,140701150,1
Ndc1,ENSMUSG00000028614,NDC1 transmembrane nucleoporin [Source:MGI Symbol;Acc:MGI:1920037],4,107224981,107273543,1,ortholog_one2one,1,NDC1,ENSG00000058804,NDC1 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:25525],1,53765478,53838463,-1
Tbc1d8,ENSMUSG00000003134,"TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]",1,39410573,39517836,-1,ortholog_one2one,1,TBC1D8,ENSG00000204634,TBC1 domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17791],2,101007228,101252866,-1
Def8,ENSMUSG00000001482,differentially expressed in FDCP 8 [Source:MGI Symbol;Acc:MGI:1346331],8,124150266,124190009,1,ortholog_one2one,1,DEF8,ENSG00000140995,differentially expressed in FDCP 8 homolog [Source:HGNC Symbol;Acc:HGNC:25969],16,89948697,89968060,1
Zc3h6,ENSMUSG00000042851,zinc finger CCCH type containing 6 [Source:MGI Symbol;Acc:MGI:1926001],2,128809322,128860483,1,ortholog_one2one,1,ZC3H6,ENSG00000188177,zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:HGNC:24762],2,112275597,112340063,1
Pgbd5,ENSMUSG00000050751,piggyBac transposable element derived 5 [Source:MGI Symbol;Acc:MGI:2429955],8,125095788,125166397,-1,ortholog_one2one,1,PGBD5,ENSG00000177614,piggyBac transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:19405],1,230314490,230426332,-1
Sbds,ENSMUSG00000025337,SBDS ribosome maturation factor [Source:MGI Symbol;Acc:MGI:1913961],5,130274572,130284371,-1,ortholog_one2one,1,SBDS,ENSG00000126524,SBDS ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:19440],7,66987680,66995586,-1
Otud7b,ENSMUSG00000038495,OTU domain containing 7B [Source:MGI Symbol;Acc:MGI:2654703],3,96011839,96068446,1,ortholog_one2one,1,OTUD7B,ENSG00000264522,OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683],1,149937812,150010726,-1
Map3k19,ENSMUSG00000051590,mitogen-activated protein kinase kinase kinase 19 [Source:MGI Symbol;Acc:MGI:1203481],1,127742528,127782768,-1,ortholog_one2one,1,MAP3K19,ENSG00000176601,mitogen-activated protein kinase kinase kinase 19 [Source:HGNC Symbol;Acc:HGNC:26249],2,134964485,135047468,-1
Rnf34,ENSMUSG00000029474,ring finger protein 34 [Source:MGI Symbol;Acc:MGI:2153340],5,122988111,123009354,1,ortholog_one2one,1,RNF34,ENSG00000170633,ring finger protein 34 [Source:HGNC Symbol;Acc:HGNC:17297],12,121400083,121430623,1
Tepp,ENSMUSG00000090206,"testis, prostate and placenta expressed [Source:MGI Symbol;Acc:MGI:1920657]",8,96037194,96052951,1,ortholog_one2one,1,TEPP,ENSG00000159648,"testis, prostate and placenta expressed [Source:HGNC Symbol;Acc:HGNC:33745]",16,57976435,57988116,1
Kdm3b,ENSMUSG00000038773,KDM3B lysine (K)-specific demethylase 3B [Source:MGI Symbol;Acc:MGI:1923356],18,34910100,34971713,1,ortholog_one2one,1,KDM3B,ENSG00000120733,lysine demethylase 3B [Source:HGNC Symbol;Acc:HGNC:1337],5,138352685,138437028,1
Hsd11b1,ENSMUSG00000016194,hydroxysteroid 11-beta dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:103562],1,192903942,192946383,-1,ortholog_one2one,1,HSD11B1,ENSG00000117594,hydroxysteroid 11-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5208],1,209686178,209734949,1
Iqgap1,ENSMUSG00000030536,IQ motif containing GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:1352757],7,80361331,80475722,-1,ortholog_one2one,1,IQGAP1,ENSG00000140575,IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110],15,90388242,90502239,1
Rab17,ENSMUSG00000026304,"RAB17, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:104640]",1,90885855,90897383,-1,ortholog_one2one,1,RAB17,ENSG00000124839,"RAB17, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16523]",2,237574322,237601614,-1
Slc8a2,ENSMUSG00000030376,"solute carrier family 8 (sodium/calcium exchanger), member 2 [Source:MGI Symbol;Acc:MGI:107996]",7,15863751,15894988,1,ortholog_one2one,1,SLC8A2,ENSG00000118160,solute carrier family 8 member A2 [Source:HGNC Symbol;Acc:HGNC:11069],19,47428017,47471893,-1
Gm42372,ENSMUSG00000108348,"predicted gene, 42372 [Source:MGI Symbol;Acc:MGI:5625257]",7,16717011,16722077,1,ortholog_one2one,1,PNMA8C,ENSG00000277531,PNMA family member 8C [Source:HGNC Symbol;Acc:HGNC:53427],19,46424697,46428936,-1
Ppm1n,ENSMUSG00000030402,"protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative) [Source:MGI Symbol;Acc:MGI:2142330]",7,19010730,19013989,-1,ortholog_one2one,1,PPM1N,ENSG00000213889,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative) [Source:HGNC Symbol;Acc:HGNC:26845]",19,45488777,45502513,1
Arf6,ENSMUSG00000044147,ADP-ribosylation factor 6 [Source:MGI Symbol;Acc:MGI:99435],12,69418924,69420557,1,ortholog_one2one,1,ARF6,ENSG00000165527,ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659],14,49893079,49897054,1
Usf1,ENSMUSG00000026641,upstream transcription factor 1 [Source:MGI Symbol;Acc:MGI:99542],1,171238881,171246710,1,ortholog_one2one,1,USF1,ENSG00000158773,upstream transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12593],1,161039251,161045977,-1
Rab40b,ENSMUSG00000025170,"Rab40B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2183451]",11,121246951,121279077,-1,ortholog_one2one,1,RAB40B,ENSG00000141542,"RAB40B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18284]",17,82654973,82698698,-1
Kcnn4,ENSMUSG00000054342,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4 [Source:MGI Symbol;Acc:MGI:1277957]",7,24069688,24086115,1,ortholog_one2one,1,KCNN4,ENSG00000104783,potassium calcium-activated channel subfamily N member 4 [Source:HGNC Symbol;Acc:HGNC:6293],19,43766533,43780976,-1
Ifih1,ENSMUSG00000026896,interferon induced with helicase C domain 1 [Source:MGI Symbol;Acc:MGI:1918836],2,62426142,62476599,-1,ortholog_one2one,1,IFIH1,ENSG00000115267,interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873],2,162267074,162318684,-1
Foxd1,ENSMUSG00000078302,forkhead box D1 [Source:MGI Symbol;Acc:MGI:1347463],13,98490750,98495813,1,ortholog_one2one,1,FOXD1,ENSG00000251493,forkhead box D1 [Source:HGNC Symbol;Acc:HGNC:3802],5,73444827,73448777,-1
Pheta1,ENSMUSG00000044134,PH domain containing endocytic trafficking adaptor 1 [Source:MGI Symbol;Acc:MGI:2442708],5,121987047,121992695,1,ortholog_one2one,1,PHETA1,ENSG00000198324,PH domain containing endocytic trafficking adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26509],12,111360651,111369121,-1
Rrp8,ENSMUSG00000030888,ribosomal RNA processing 8 [Source:MGI Symbol;Acc:MGI:1914251],7,105380937,105386592,-1,ortholog_one2one,1,RRP8,ENSG00000132275,ribosomal RNA processing 8 [Source:HGNC Symbol;Acc:HGNC:29030],11,6595072,6603616,-1
Adam22,ENSMUSG00000040537,a disintegrin and metallopeptidase domain 22 [Source:MGI Symbol;Acc:MGI:1340046],5,8122352,8418160,-1,ortholog_one2one,1,ADAM22,ENSG00000008277,ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201],7,87934143,88202889,1
Dvl3,ENSMUSG00000003233,dishevelled segment polarity protein 3 [Source:MGI Symbol;Acc:MGI:108100],16,20335732,20352760,1,ortholog_one2one,1,DVL3,ENSG00000161202,dishevelled segment polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:3087],3,184155377,184173614,1
Mixl1,ENSMUSG00000026497,Mix1 homeobox-like 1 (Xenopus laevis) [Source:MGI Symbol;Acc:MGI:1351322],1,180520608,180524599,-1,ortholog_one2one,1,MIXL1,ENSG00000185155,Mix paired-like homeobox [Source:HGNC Symbol;Acc:HGNC:13363],1,226223618,226227060,1
Smyd3,ENSMUSG00000055067,SET and MYND domain containing 3 [Source:MGI Symbol;Acc:MGI:1916976],1,178779525,179345606,-1,ortholog_one2one,1,SMYD3,ENSG00000185420,SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15513],1,245749342,246507312,-1
Hoxd9,ENSMUSG00000043342,homeobox D9 [Source:MGI Symbol;Acc:MGI:96210],2,74528071,74530552,1,ortholog_one2one,1,HOXD9,ENSG00000128709,homeobox D9 [Source:HGNC Symbol;Acc:HGNC:5140],2,176122719,176124937,1
Cchcr1,ENSMUSG00000040312,coiled-coil alpha-helical rod protein 1 [Source:MGI Symbol;Acc:MGI:2385321],17,35827997,35841912,1,ortholog_one2one,1,CCHCR1,ENSG00000204536,coiled-coil alpha-helical rod protein 1 [Source:HGNC Symbol;Acc:HGNC:13930],6,31142439,31158238,-1
Ccdc150,ENSMUSG00000025983,coiled-coil domain containing 150 [Source:MGI Symbol;Acc:MGI:1925266],1,54289842,54407886,1,ortholog_one2one,1,CCDC150,ENSG00000144395,coiled-coil domain containing 150 [Source:HGNC Symbol;Acc:HGNC:26834],2,196639554,196763490,1
Mylk,ENSMUSG00000022836,"myosin, light polypeptide kinase [Source:MGI Symbol;Acc:MGI:894806]",16,34565580,34822790,1,ortholog_one2one,1,MYLK,ENSG00000065534,myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590],3,123610049,123884332,-1
Supt7l,ENSMUSG00000053134,"SPT7-like, STAGA complex gamma subunit [Source:MGI Symbol;Acc:MGI:1919445]",5,31671908,31685151,-1,ortholog_one2one,1,SUPT7L,ENSG00000119760,"SPT7 like, STAGA complex subunit gamma [Source:HGNC Symbol;Acc:HGNC:30632]",2,27650809,27663840,-1
Asb18,ENSMUSG00000067081,ankyrin repeat and SOCS box-containing 18 [Source:MGI Symbol;Acc:MGI:2655109],1,89877942,89942388,-1,ortholog_one2one,1,ASB18,ENSG00000182177,ankyrin repeat and SOCS box containing 18 [Source:HGNC Symbol;Acc:HGNC:19770],2,236193459,236264409,-1
Chst4,ENSMUSG00000035930,carbohydrate sulfotransferase 4 [Source:MGI Symbol;Acc:MGI:1349479],8,110755785,110766372,-1,ortholog_one2one,1,CHST4,ENSG00000140835,carbohydrate sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:1972],16,71525233,71538748,1
Adgrf4,ENSMUSG00000023918,adhesion G protein-coupled receptor F4 [Source:MGI Symbol;Acc:MGI:1925499],17,42967782,43003175,-1,ortholog_one2one,1,ADGRF4,ENSG00000153294,adhesion G protein-coupled receptor F4 [Source:HGNC Symbol;Acc:HGNC:19011],6,47685864,47722021,1
Dusp28,ENSMUSG00000047067,dual specificity phosphatase 28 [Source:MGI Symbol;Acc:MGI:1914696],1,92834703,92836157,1,ortholog_one2one,1,DUSP28,ENSG00000188542,dual specificity phosphatase 28 [Source:HGNC Symbol;Acc:HGNC:33237],2,240560054,240565256,1
Eif4h,ENSMUSG00000040731,eukaryotic translation initiation factor 4H [Source:MGI Symbol;Acc:MGI:1341822],5,134648575,134668344,-1,ortholog_one2one,1,EIF4H,ENSG00000106682,eukaryotic translation initiation factor 4H [Source:HGNC Symbol;Acc:HGNC:12741],7,74174231,74197122,1
P2ry14,ENSMUSG00000036381,"purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705]",3,59021276,59061039,-1,ortholog_one2one,1,P2RY14,ENSG00000174944,purinergic receptor P2Y14 [Source:HGNC Symbol;Acc:HGNC:16442],3,151212117,151278542,-1
Dpep1,ENSMUSG00000019278,dipeptidase 1 [Source:MGI Symbol;Acc:MGI:94917],8,123912981,123928551,1,ortholog_one2one,1,DPEP1,ENSG00000015413,dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002],16,89613308,89638456,1
Ltbp4,ENSMUSG00000040488,latent transforming growth factor beta binding protein 4 [Source:MGI Symbol;Acc:MGI:1321395],7,27004561,27037117,-1,ortholog_one2one,1,LTBP4,ENSG00000090006,latent transforming growth factor beta binding protein 4 [Source:HGNC Symbol;Acc:HGNC:6717],19,40592883,40629818,1
Klf15,ENSMUSG00000030087,Kruppel-like factor 15 [Source:MGI Symbol;Acc:MGI:1929988],6,90439558,90452220,1,ortholog_one2one,1,KLF15,ENSG00000163884,Kruppel like factor 15 [Source:HGNC Symbol;Acc:HGNC:14536],3,126342635,126357408,-1
Mrpl17,ENSMUSG00000030879,mitochondrial ribosomal protein L17 [Source:MGI Symbol;Acc:MGI:1351608],7,105452413,105460306,-1,ortholog_one2one,1,MRPL17,ENSG00000158042,mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:14053],11,6680385,6683340,-1
Rnasel,ENSMUSG00000066800,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent) [Source:MGI Symbol;Acc:MGI:1098272]",1,153625172,153639967,1,ortholog_one2one,1,RNASEL,ENSG00000135828,ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050],1,182573634,182589256,-1
Sirt2,ENSMUSG00000015149,sirtuin 2 [Source:MGI Symbol;Acc:MGI:1927664],7,28466160,28488086,1,ortholog_one2one,1,SIRT2,ENSG00000068903,sirtuin 2 [Source:HGNC Symbol;Acc:HGNC:10886],19,38878555,38899862,-1
Ipp,ENSMUSG00000028696,IAP promoted placental gene [Source:MGI Symbol;Acc:MGI:96581],4,116364746,116395440,1,ortholog_one2one,1,IPP,ENSG00000197429,intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108],1,45694324,45750653,-1
Ankra2,ENSMUSG00000021661,"ankyrin repeat, family A (RFXANK-like), 2 [Source:MGI Symbol;Acc:MGI:1915808]",13,98399582,98411262,1,ortholog_one2one,1,ANKRA2,ENSG00000164331,ankyrin repeat family A member 2 [Source:HGNC Symbol;Acc:HGNC:13208],5,73552190,73565667,-1
Pfn2,ENSMUSG00000027805,profilin 2 [Source:MGI Symbol;Acc:MGI:97550],3,57749316,57755500,-1,ortholog_one2one,1,PFN2,ENSG00000070087,profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882],3,149964904,150050788,-1
Zfp382,ENSMUSG00000074220,zinc finger protein 382 [Source:MGI Symbol;Acc:MGI:3588204],7,29821367,29834375,1,ortholog_one2one,1,ZNF382,ENSG00000161298,zinc finger protein 382 [Source:HGNC Symbol;Acc:HGNC:17409],19,36604817,36634114,1
Larp1,ENSMUSG00000037331,"La ribonucleoprotein domain family, member 1 [Source:MGI Symbol;Acc:MGI:1890165]",11,57899890,57952860,1,ortholog_one2one,1,LARP1,ENSG00000155506,"La ribonucleoprotein 1, translational regulator [Source:HGNC Symbol;Acc:HGNC:29531]",5,154682986,154817605,1
Zfp513,ENSMUSG00000043059,zinc finger protein 513 [Source:MGI Symbol;Acc:MGI:2141255],5,31356325,31359647,-1,ortholog_one2one,1,ZNF513,ENSG00000163795,zinc finger protein 513 [Source:HGNC Symbol;Acc:HGNC:26498],2,27377235,27380790,-1
Cftr,ENSMUSG00000041301,cystic fibrosis transmembrane conductance regulator [Source:MGI Symbol;Acc:MGI:88388],6,18170686,18322767,1,ortholog_one2one,1,CFTR,ENSG00000001626,CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884],7,117287120,117715971,1
Nr1h2,ENSMUSG00000060601,"nuclear receptor subfamily 1, group H, member 2 [Source:MGI Symbol;Acc:MGI:1352463]",7,44199040,44203375,-1,ortholog_one2one,1,NR1H2,ENSG00000131408,nuclear receptor subfamily 1 group H member 2 [Source:HGNC Symbol;Acc:HGNC:7965],19,50329653,50383388,1
Jade2,ENSMUSG00000020387,jade family PHD finger 2 [Source:MGI Symbol;Acc:MGI:1924151],11,51704282,51748480,-1,ortholog_one2one,1,JADE2,ENSG00000043143,jade family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:22984],5,134524312,134583230,1
Dytn,ENSMUSG00000069085,dystrotelin [Source:MGI Symbol;Acc:MGI:2685061],1,63662010,63726086,-1,ortholog_one2one,1,DYTN,ENSG00000232125,dystrotelin [Source:HGNC Symbol;Acc:HGNC:23279],2,206651621,206721570,-1
Rxrg,ENSMUSG00000015843,retinoid X receptor gamma [Source:MGI Symbol;Acc:MGI:98216],1,167425953,167467192,1,ortholog_one2one,1,RXRG,ENSG00000143171,retinoid X receptor gamma [Source:HGNC Symbol;Acc:HGNC:10479],1,165400922,165445355,-1
Wdr6,ENSMUSG00000066357,WD repeat domain 6 [Source:MGI Symbol;Acc:MGI:1930140],9,108449510,108455938,-1,ortholog_one2one,1,WDR6,ENSG00000178252,WD repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:12758],3,49007062,49015953,1
Mfsd6l,ENSMUSG00000048329,major facilitator superfamily domain containing 6-like [Source:MGI Symbol;Acc:MGI:2384904],11,68447012,68449071,1,ortholog_one2one,1,MFSD6L,ENSG00000185156,major facilitator superfamily domain containing 6 like [Source:HGNC Symbol;Acc:HGNC:26656],17,8797110,8799365,-1
Vezt,ENSMUSG00000036099,"vezatin, adherens junctions transmembrane protein [Source:MGI Symbol;Acc:MGI:2143698]",10,93775027,93871679,-1,ortholog_one2one,1,VEZT,ENSG00000028203,"vezatin, adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18258]",12,95217746,95302799,1
Pptc7,ENSMUSG00000038582,PTC7 protein phosphatase homolog [Source:MGI Symbol;Acc:MGI:2444593],5,122422428,122462344,1,ortholog_one2one,1,PPTC7,ENSG00000196850,protein phosphatase targeting COQ7 [Source:HGNC Symbol;Acc:HGNC:30695],12,110533245,110583318,-1
Nod2,ENSMUSG00000055994,nucleotide-binding oligomerization domain containing 2 [Source:MGI Symbol;Acc:MGI:2429397],8,89373943,89415102,1,ortholog_one2one,1,NOD2,ENSG00000167207,nucleotide binding oligomerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:5331],16,50693588,50734041,1
Otogl,ENSMUSG00000091455,otogelin-like [Source:MGI Symbol;Acc:MGI:3647600],10,107596392,107747995,-1,ortholog_one2one,1,OTOGL,ENSG00000165899,otogelin like [Source:HGNC Symbol;Acc:HGNC:26901],12,80099537,80380880,1
Kctd3,ENSMUSG00000026608,potassium channel tetramerisation domain containing 3 [Source:MGI Symbol;Acc:MGI:2444629],1,188703292,188740038,-1,ortholog_one2one,1,KCTD3,ENSG00000136636,potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305],1,215567304,215621807,1
Gpr62,ENSMUSG00000091735,G protein-coupled receptor 62 [Source:MGI Symbol;Acc:MGI:3525078],9,106341161,106343137,-1,ortholog_one2one,1,GPR62,ENSG00000180929,G protein-coupled receptor 62 [Source:HGNC Symbol;Acc:HGNC:13301],3,51955381,51957499,1
Gak,ENSMUSG00000062234,cyclin G associated kinase [Source:MGI Symbol;Acc:MGI:2442153],5,108717277,108777621,-1,ortholog_one2one,1,GAK,ENSG00000178950,cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113],4,849276,932373,-1
Qrich1,ENSMUSG00000006673,glutamine-rich 1 [Source:MGI Symbol;Acc:MGI:1916482],9,108394005,108437362,1,ortholog_one2one,1,QRICH1,ENSG00000198218,glutamine rich 1 [Source:HGNC Symbol;Acc:HGNC:24713],3,49029707,49094363,-1
Erap1,ENSMUSG00000021583,endoplasmic reticulum aminopeptidase 1 [Source:MGI Symbol;Acc:MGI:1933403],13,74787687,74841320,1,ortholog_one2one,1,ERAP1,ENSG00000164307,endoplasmic reticulum aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:18173],5,96760810,96808100,-1
Kdm2b,ENSMUSG00000029475,lysine (K)-specific demethylase 2B [Source:MGI Symbol;Acc:MGI:1354737],5,123008728,123127886,-1,ortholog_one2one,1,KDM2B,ENSG00000089094,lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610],12,121429096,121581023,-1
Mir23a,ENSMUSG00000065611,microRNA 23a [Source:MGI Symbol;Acc:MGI:2676897],8,84935147,84935221,1,ortholog_one2one,1,MIR23A,ENSG00000207980,microRNA 23a [Source:HGNC Symbol;Acc:HGNC:31605],19,13836587,13836659,-1
Sprtn,ENSMUSG00000031986,SprT-like N-terminal domain [Source:MGI Symbol;Acc:MGI:2685351],8,125624625,125632900,1,ortholog_one2one,1,SPRTN,ENSG00000010072,SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356],1,231337104,231355023,1
Omg,ENSMUSG00000049612,oligodendrocyte myelin glycoprotein [Source:MGI Symbol;Acc:MGI:106586],11,79391808,79394910,-1,ortholog_one2one,1,OMG,ENSG00000126861,oligodendrocyte myelin glycoprotein [Source:HGNC Symbol;Acc:HGNC:8135],17,31272013,31297539,-1
Tmem114,ENSMUSG00000022715,transmembrane protein 114 [Source:MGI Symbol;Acc:MGI:1921970],16,8227139,8243000,-1,ortholog_one2one,1,TMEM114,ENSG00000232258,transmembrane protein 114 [Source:HGNC Symbol;Acc:HGNC:33227],16,8537605,8590511,-1
Tecr,ENSMUSG00000031708,"trans-2,3-enoyl-CoA reductase [Source:MGI Symbol;Acc:MGI:1915408]",8,84298327,84334600,-1,ortholog_one2one,1,TECR,ENSG00000099797,"trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:4551]",19,14517085,14565980,1
Cyp2s1,ENSMUSG00000040703,"cytochrome P450, family 2, subfamily s, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1921384]",7,25501900,25516338,-1,ortholog_one2one,1,CYP2S1,ENSG00000167600,cytochrome P450 family 2 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15654],19,41193210,41207539,1
Hpdl,ENSMUSG00000043155,4-hydroxyphenylpyruvate dioxygenase-like [Source:MGI Symbol;Acc:MGI:2444646],4,116677101,116678904,-1,ortholog_one2one,1,HPDL,ENSG00000186603,4-hydroxyphenylpyruvate dioxygenase like [Source:HGNC Symbol;Acc:HGNC:28242],1,45326895,45328710,1
Prkcq,ENSMUSG00000026778,"protein kinase C, theta [Source:MGI Symbol;Acc:MGI:97601]",2,11176919,11306033,1,ortholog_one2one,1,PRKCQ,ENSG00000065675,protein kinase C theta [Source:HGNC Symbol;Acc:HGNC:9410],10,6427143,6580301,-1
Bace1,ENSMUSG00000032086,beta-site APP cleaving enzyme 1 [Source:MGI Symbol;Acc:MGI:1346542],9,45749878,45775697,1,ortholog_one2one,1,BACE1,ENSG00000186318,beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933],11,117285232,117316259,-1
Gm39653,ENSMUSG00000115378,"predicted gene, 39653 [Source:MGI Symbol;Acc:MGI:5622538]",1,63655127,63659978,1,ortholog_one2one,1,FAM237A,ENSG00000235118,family with sequence similarity 237 member A [Source:HGNC Symbol;Acc:HGNC:52388],2,206642487,206649365,1
Kpna6,ENSMUSG00000003731,karyopherin (importin) alpha 6 [Source:MGI Symbol;Acc:MGI:1100836],4,129537773,129566560,-1,ortholog_one2one,1,KPNA6,ENSG00000025800,karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399],1,32108056,32176563,1
Brd9,ENSMUSG00000057649,bromodomain containing 9 [Source:MGI Symbol;Acc:MGI:2145317],13,74085930,74109014,1,ortholog_one2one,1,BRD9,ENSG00000028310,bromodomain containing 9 [Source:HGNC Symbol;Acc:HGNC:25818],5,850291,892801,-1
Cdc25c,ENSMUSG00000044201,cell division cycle 25C [Source:MGI Symbol;Acc:MGI:88350],18,34866046,34884586,-1,ortholog_one2one,1,CDC25C,ENSG00000158402,cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727],5,138285269,138338355,-1
